district,crop_type,season,rainfall_mm,temperature_c,reservoir_level,population_density,irrigated_area_ha,groundwater_depth_m,soil_moisture_index,evapotranspiration_mm,industrial_usage_mcm,water_demand_mcm
Karur,Paddy (Samba),Kharif (Jun-Oct),1005.5,35.1,0.486,453.0,3368.0,70.0,0.673,12.0,4.71,511.95
Krishnagiri,Tomato,Zaid (Apr-May),286.5,36.3,0.529,342.0,9412.0,69.5,0.355,12.0,3.37,1089.68
Thanjavur,Vegetables,Zaid (Apr-May),254.1,37.4,0.73,681.0,7768.0,78.3,0.42,12.0,0.74,823.08
Thoothukudi,Millets,Kharif (Jun-Oct),835.0,34.6,0.761,468.0,9972.0,37.7,0.579,12.0,3.68,288.79
Tirupathur,Millets,Kharif (Jun-Oct),1351.6,33.8,0.68,475.0,8831.0,20.6,0.689,12.0,1.94,248.34
Nagapattinam,Cotton,Rabi (Nov-Mar),722.8,26.9,0.634,548.0,10721.0,67.9,0.475,12.0,4.35,969.39
Tenkasi,Mango,Zaid (Apr-May),355.9,36.9,0.712,440.0,6070.0,80.0,0.442,12.0,1.47,600.28
Ranipet,Paddy (Kuruvai),Year-round,1051.4,30.6,0.542,780.0,11298.0,48.9,0.618,12.0,0.47,1321.73
Sivaganga,Turmeric,Zaid (Apr-May),292.9,37.4,0.213,369.0,14953.0,44.6,0.342,12.0,2.07,2186.73
Vellore,Tomato,Year-round,1207.0,28.4,0.303,791.0,4635.0,72.3,0.754,12.0,3.31,300.98
Coimbatore,Millets,Rabi (Nov-Mar),346.5,22.9,0.767,818.0,6807.0,44.2,0.428,11.28,4.67,317.31
Dharmapuri,Tapioca,Zaid (Apr-May),262.0,38.6,0.505,365.0,6039.0,80.0,0.438,12.0,1.93,759.69
Ranipet,Groundnut,Year-round,1035.6,28.1,0.515,688.0,8631.0,38.5,0.653,12.0,1.7,390.63
Kanniyakumari,Sugarcane,Zaid (Apr-May),469.1,40.5,0.269,1218.0,1479.0,47.6,0.451,12.0,2.06,530.99
Madurai,Pulses,Zaid (Apr-May),211.7,35.4,0.61,1045.0,10101.0,49.5,0.361,12.0,1.77,683.27
Sivaganga,Sugarcane,Kharif (Jun-Oct),1213.6,33.1,0.355,343.0,12098.0,71.6,0.71,12.0,1.73,2071.77
Cuddalore,Onion,Rabi (Nov-Mar),693.6,22.0,0.436,639.0,3117.0,72.4,0.563,10.44,1.94,232.07
Krishnagiri,Pulses,Year-round,1101.6,32.2,0.573,336.0,10364.0,72.0,0.591,12.0,1.43,327.01
Dharmapuri,Banana,Rabi (Nov-Mar),556.8,25.0,0.566,336.0,5428.0,66.0,0.438,12.0,3.2,848.0
Tirupattur,Turmeric,Rabi (Nov-Mar),673.6,26.9,0.636,480.0,7659.0,39.4,0.521,12.0,5.01,699.07
Perambalur,Coconut,Kharif (Jun-Oct),1174.6,29.8,0.619,291.0,2120.0,37.0,0.67,12.0,0.21,159.25
Nilgiris,Coconut,Zaid (Apr-May),693.5,39.4,0.494,308.0,1363.0,61.7,0.471,12.0,1.42,245.49
Ariyalur,Onion,Kharif (Jun-Oct),1198.7,33.7,0.777,229.0,3947.0,53.2,0.679,12.0,2.08,156.2
Kanniyakumari,Banana,Rabi (Nov-Mar),1157.0,25.3,0.409,1195.0,13440.0,57.3,0.704,11.51,5.26,1878.51
Villupuram,Cotton,Rabi (Nov-Mar),954.4,26.0,0.479,400.0,12430.0,78.0,0.632,12.0,2.96,787.09
Tirupattur,Paddy (Kuruvai),Zaid (Apr-May),321.7,35.0,0.645,482.0,6009.0,41.0,0.371,12.0,5.09,1295.67
Chennai,Vegetables,Kharif (Jun-Oct),2114.3,31.7,0.622,26524.0,12231.0,30.5,0.95,12.0,9.22,1124.99
Ranipet,Banana,Year-round,1184.2,31.1,0.567,718.0,4990.0,23.0,0.711,12.0,1.0,507.25
Salem,Coconut,Zaid (Apr-May),322.1,38.4,0.276,610.0,11584.0,80.0,0.522,12.0,3.97,1856.54
Tirupathur,Tomato,Rabi (Nov-Mar),679.3,25.0,0.58,532.0,14499.0,55.4,0.507,12.0,4.83,1002.31
Virudhunagar,Maize,Year-round,692.3,31.0,0.653,517.0,13196.0,79.3,0.503,12.0,0.54,602.48
Salem,Paddy (Kuruvai),Kharif (Jun-Oct),1288.5,33.0,0.512,676.0,9860.0,71.3,0.74,12.0,3.65,1144.07
Thanjavur,Mango,Year-round,1057.0,28.5,0.952,666.0,8154.0,56.5,0.603,12.0,3.05,390.83
Sivaganga,Turmeric,Rabi (Nov-Mar),481.2,23.8,0.232,345.0,14974.0,80.0,0.402,11.2,1.27,1699.91
Virudhunagar,Groundnut,Zaid (Apr-May),220.3,40.0,0.409,517.0,6018.0,80.0,0.454,12.0,4.81,568.86
Dindigul,Millets,Zaid (Apr-May),124.2,35.8,0.544,384.0,5536.0,67.0,0.365,12.0,4.95,352.46
Dharmapuri,Sugarcane,Rabi (Nov-Mar),524.4,23.1,0.554,398.0,4882.0,38.2,0.436,11.18,2.83,1253.89
Nagapattinam,Mango,Rabi (Nov-Mar),1030.4,28.2,0.712,530.0,12121.0,54.0,0.571,12.0,1.25,696.21
Kanchipuram,Coconut,Year-round,1346.0,34.3,0.723,1019.0,2783.0,65.2,0.743,12.0,1.71,230.06
Madurai,Paddy (Samba),Year-round,784.0,29.2,0.779,1044.0,4477.0,80.0,0.557,12.0,4.19,616.74
Chennai,Onion,Zaid (Apr-May),523.8,39.4,0.432,26575.0,3781.0,80.0,0.467,12.0,11.42,852.47
Theni,Turmeric,Zaid (Apr-May),264.7,36.5,0.126,370.0,10892.0,80.0,0.406,12.0,1.91,1749.54
Namakkal,Coconut,Year-round,697.7,31.4,0.406,566.0,11943.0,80.0,0.452,12.0,4.3,1087.33
Chengalpattu,Banana,Rabi (Nov-Mar),903.9,27.3,0.761,1101.0,2963.0,73.8,0.607,12.0,2.28,392.44
Ariyalur,Mango,Kharif (Jun-Oct),1222.1,29.5,0.824,290.0,11842.0,73.1,0.795,12.0,1.77,587.66
Tirupathur,Sugarcane,Kharif (Jun-Oct),1202.2,30.3,0.687,501.0,13318.0,51.3,0.658,12.0,3.73,2067.28
Salem,Groundnut,Rabi (Nov-Mar),723.9,24.5,0.38,657.0,12348.0,71.0,0.505,12.0,4.71,688.59
Thoothukudi,Paddy (Samba),Zaid (Apr-May),147.3,35.7,0.6,437.0,9700.0,74.6,0.293,12.0,1.97,2824.36
Kanniyakumari,Coconut,Zaid (Apr-May),484.7,35.3,0.244,1203.0,1096.0,62.6,0.433,12.0,1.8,210.07
Tirunelveli,Maize,Zaid (Apr-May),201.5,39.5,0.322,485.0,14569.0,59.9,0.397,12.0,2.06,1463.53
Villupuram,Tomato,Kharif (Jun-Oct),1433.4,35.3,0.53,417.0,3072.0,17.1,0.867,12.0,2.66,176.58
Sivaganga,Onion,Rabi (Nov-Mar),636.2,24.7,0.293,395.0,5738.0,46.6,0.491,12.0,0.2,325.4
Coimbatore,Cotton,Kharif (Jun-Oct),957.7,29.8,0.993,706.0,14204.0,37.2,0.605,12.0,4.03,727.88
Dharmapuri,Mango,Kharif (Jun-Oct),1348.2,31.7,0.644,389.0,8523.0,31.5,0.758,12.0,3.07,414.79
Virudhunagar,Groundnut,Kharif (Jun-Oct),880.4,33.0,0.711,507.0,6453.0,48.6,0.53,12.0,4.49,256.16
Villupuram,Turmeric,Kharif (Jun-Oct),1578.1,33.3,0.456,463.0,11791.0,44.5,0.874,12.0,3.2,865.73
Pudukkottai,Coconut,Zaid (Apr-May),175.1,39.6,0.283,286.0,8060.0,79.1,0.391,12.0,2.31,1439.12
Nagapattinam,Paddy (Samba),Kharif (Jun-Oct),1879.2,29.7,0.932,564.0,11020.0,58.3,0.929,12.0,0.52,1377.88
Dindigul,Mango,Rabi (Nov-Mar),513.1,28.2,0.667,378.0,2792.0,35.9,0.43,12.0,3.48,216.01
Cuddalore,Maize,Zaid (Apr-May),304.7,40.0,0.287,678.0,11365.0,60.9,0.407,12.0,1.05,1245.44
Tiruchirappalli,Maize,Zaid (Apr-May),323.4,39.6,0.596,780.0,5633.0,78.4,0.479,12.0,0.98,488.5
Kallakurichi,Cotton,Year-round,1002.0,27.7,0.458,349.0,6774.0,43.6,0.62,12.0,4.54,402.28
Dharmapuri,Millets,Zaid (Apr-May),270.3,39.6,0.542,340.0,8799.0,43.4,0.497,12.0,1.17,486.47
Theni,Millets,Zaid (Apr-May),128.8,38.9,0.113,366.0,1041.0,60.1,0.336,12.0,4.92,65.88
Karur,Groundnut,Rabi (Nov-Mar),581.2,24.2,0.432,409.0,6435.0,69.8,0.427,12.0,3.19,395.98
Sivaganga,Banana,Rabi (Nov-Mar),536.0,26.2,0.322,306.0,8094.0,40.6,0.494,12.0,4.68,1225.21
Nagapattinam,Sugarcane,Rabi (Nov-Mar),951.9,26.9,0.785,578.0,504.0,67.9,0.621,12.0,4.69,111.33
Villupuram,Sugarcane,Rabi (Nov-Mar),841.5,23.6,0.285,410.0,14736.0,68.4,0.595,12.0,2.84,3130.41
Dindigul,Cotton,Rabi (Nov-Mar),494.0,21.1,0.659,348.0,12862.0,69.5,0.487,10.56,5.02,1048.81
Tenkasi,Banana,Year-round,1371.4,27.7,0.931,449.0,6343.0,57.3,0.789,12.0,1.21,588.74
Tirupathur,Paddy (Kuruvai),Zaid (Apr-May),99.0,34.9,0.412,505.0,1190.0,74.5,0.282,12.0,1.77,362.12
Madurai,Onion,Zaid (Apr-May),281.2,36.8,0.739,1104.0,8717.0,54.3,0.391,12.0,2.78,676.32
Tenkasi,Tapioca,Zaid (Apr-May),469.5,38.6,0.738,402.0,12972.0,75.0,0.573,12.0,3.1,1386.35
Karur,Cotton,Kharif (Jun-Oct),1086.5,31.5,0.497,508.0,586.0,35.1,0.687,12.0,0.94,55.04
Coimbatore,Paddy (Samba),Rabi (Nov-Mar),417.5,22.6,0.855,776.0,14988.0,77.8,0.376,12.0,3.32,2918.79
Vellore,Paddy (Kuruvai),Year-round,1046.1,30.4,0.298,777.0,4035.0,40.4,0.677,12.0,2.69,552.78
Mayiladuthurai,Paddy (Samba),Year-round,1172.7,27.8,0.795,600.0,2677.0,24.7,0.672,12.0,1.63,361.36
Madurai,Cotton,Kharif (Jun-Oct),1074.1,32.3,0.778,1039.0,11250.0,41.6,0.78,12.0,5.09,629.59
Dharmapuri,Sugarcane,Zaid (Apr-May),236.6,39.7,0.387,351.0,5670.0,53.1,0.413,12.0,1.02,1992.35
Mayiladuthurai,Onion,Rabi (Nov-Mar),952.6,24.1,0.857,608.0,7181.0,38.6,0.65,12.0,1.19,323.52
Nagapattinam,Paddy (Samba),Rabi (Nov-Mar),983.2,26.3,0.684,498.0,12716.0,31.4,0.6,12.0,4.19,2133.23
Dindigul,Maize,Zaid (Apr-May),275.8,36.8,0.571,382.0,11355.0,75.8,0.48,12.0,3.89,1044.14
Dharmapuri,Onion,Kharif (Jun-Oct),1393.0,34.2,0.669,343.0,13471.0,52.8,0.783,12.0,2.03,561.23
Tirupattur,Coconut,Zaid (Apr-May),305.5,36.1,0.72,467.0,4724.0,72.0,0.347,12.0,4.43,673.21
Tiruvannamalai,Millets,Year-round,920.1,30.2,0.929,573.0,10649.0,72.1,0.622,12.0,5.01,296.7
Erode,Paddy (Samba),Rabi (Nov-Mar),553.4,28.3,0.816,549.0,8981.0,34.6,0.523,12.0,2.77,1585.74
Cuddalore,Paddy (Kuruvai),Rabi (Nov-Mar),885.7,26.6,0.36,642.0,6716.0,31.6,0.611,12.0,0.53,1089.38
Pudukkottai,Pulses,Zaid (Apr-May),309.3,39.5,0.296,323.0,10248.0,40.9,0.352,12.0,3.82,695.21
Cuddalore,Pulses,Zaid (Apr-May),332.7,38.2,0.3,668.0,14253.0,54.3,0.504,12.0,4.36,1040.22
Thiruvarur,Paddy (Kuruvai),Zaid (Apr-May),315.2,37.4,0.63,503.0,14718.0,60.3,0.391,12.0,3.74,3386.24
Ariyalur,Sugarcane,Zaid (Apr-May),324.6,42.7,0.554,290.0,1825.0,62.3,0.371,12.0,2.61,572.08
Madurai,Vegetables,Kharif (Jun-Oct),1250.8,29.4,0.88,1085.0,12847.0,54.3,0.687,12.0,3.25,595.05
Mayiladuthurai,Paddy (Kuruvai),Zaid (Apr-May),297.5,33.9,0.649,595.0,10392.0,80.0,0.371,12.0,4.67,2454.98
Pudukkottai,Vegetables,Rabi (Nov-Mar),643.6,24.6,0.198,324.0,12427.0,68.5,0.509,12.0,3.73,919.24
Dindigul,Paddy (Samba),Year-round,749.1,28.0,0.687,373.0,4620.0,70.9,0.434,12.0,1.96,631.47
Mayiladuthurai,Tomato,Kharif (Jun-Oct),1571.0,27.5,0.868,611.0,13119.0,65.2,0.816,12.0,4.97,654.84
Vellore,Banana,Kharif (Jun-Oct),1486.5,33.4,0.509,774.0,7468.0,49.4,0.795,12.0,3.72,774.38
Dindigul,Maize,Rabi (Nov-Mar),733.9,29.9,0.726,411.0,7365.0,46.5,0.502,12.0,4.81,362.24
Tirupur,Coconut,Kharif (Jun-Oct),876.2,33.6,0.45,884.0,3353.0,36.3,0.619,12.0,4.32,272.38
Mayiladuthurai,Millets,Kharif (Jun-Oct),1639.2,31.3,0.923,628.0,5376.0,23.9,0.852,12.0,3.14,187.34
Thiruvarur,Pulses,Zaid (Apr-May),166.9,38.3,0.588,485.0,13960.0,80.0,0.31,12.0,1.6,1010.27
Tirupattur,Tomato,Rabi (Nov-Mar),622.1,27.5,0.777,464.0,2078.0,65.7,0.455,12.0,1.04,177.15
Vellore,Onion,Rabi (Nov-Mar),809.7,28.5,0.267,785.0,2026.0,36.6,0.573,12.0,2.78,107.75
Tiruchirappalli,Vegetables,Zaid (Apr-May),258.7,36.0,0.529,751.0,13989.0,70.3,0.408,12.0,3.06,1442.58
Kanchipuram,Coconut,Rabi (Nov-Mar),878.7,27.4,0.745,1036.0,13473.0,29.2,0.606,12.0,3.04,1359.82
Perambalur,Maize,Kharif (Jun-Oct),1169.6,32.7,0.594,227.0,12408.0,51.3,0.756,12.0,0.4,567.37
Dindigul,Tapioca,Year-round,915.2,28.7,0.771,411.0,8173.0,79.5,0.618,12.0,4.93,489.23
Kallakurichi,Turmeric,Rabi (Nov-Mar),666.2,30.4,0.408,339.0,1061.0,39.2,0.539,12.0,3.18,105.18
Sivaganga,Sugarcane,Year-round,818.5,31.1,0.353,387.0,9645.0,52.1,0.587,12.0,2.11,1641.85
Virudhunagar,Sugarcane,Zaid (Apr-May),172.2,35.0,0.521,529.0,7523.0,73.1,0.332,12.0,2.21,2542.86
Karur,Millets,Kharif (Jun-Oct),1094.2,32.2,0.436,442.0,10634.0,67.2,0.713,12.0,4.93,356.12
Karur,Onion,Year-round,846.8,27.8,0.385,427.0,4946.0,48.9,0.611,12.0,1.27,247.07
Tirupur,Millets,Year-round,663.3,34.2,0.449,919.0,9042.0,80.0,0.495,12.0,2.41,287.82
Krishnagiri,Paddy (Samba),Kharif (Jun-Oct),1672.8,36.3,0.634,326.0,3587.0,34.1,0.822,12.0,3.68,495.51
Tirupattur,Maize,Kharif (Jun-Oct),1306.5,32.2,0.806,452.0,1920.0,62.3,0.819,12.0,2.23,83.37
Chennai,Pulses,Kharif (Jun-Oct),1941.0,31.6,0.686,26568.0,2586.0,40.4,0.95,12.0,9.88,575.52
Chengalpattu,Millets,Year-round,1226.2,28.2,0.736,1078.0,3321.0,66.7,0.72,12.0,0.71,113.01
Coimbatore,Cotton,Zaid (Apr-May),254.3,40.7,0.834,779.0,11676.0,76.4,0.425,12.0,4.11,1169.22
Dindigul,Paddy (Kuruvai),Rabi (Nov-Mar),405.7,26.1,0.645,341.0,9288.0,37.4,0.466,12.0,4.93,1742.66
Cuddalore,Vegetables,Zaid (Apr-May),277.2,38.1,0.359,620.0,9658.0,60.5,0.36,12.0,2.68,1128.81
Dindigul,Tomato,Rabi (Nov-Mar),595.4,24.5,0.584,333.0,7640.0,80.0,0.387,12.0,1.34,533.87
Nagapattinam,Maize,Kharif (Jun-Oct),1615.3,33.7,0.828,514.0,4367.0,27.0,0.831,12.0,2.32,189.06
Vellore,Turmeric,Year-round,882.7,28.8,0.396,809.0,13306.0,58.2,0.642,12.0,4.33,1120.34
Kanchipuram,Paddy (Kuruvai),Year-round,1346.4,29.0,0.83,1122.0,11769.0,45.9,0.826,12.0,2.83,1272.53
Vellore,Sugarcane,Rabi (Nov-Mar),602.3,26.0,0.178,772.0,12161.0,63.2,0.544,12.0,1.58,3365.45
Karur,Cotton,Year-round,867.7,28.3,0.406,403.0,4065.0,28.6,0.617,12.0,3.59,277.99
Tiruvannamalai,Cotton,Rabi (Nov-Mar),625.6,25.4,0.707,629.0,9807.0,42.4,0.398,12.0,2.49,817.04
Kanniyakumari,Vegetables,Year-round,1593.4,32.3,0.508,1125.0,13812.0,23.6,0.849,12.0,1.36,750.4
Chennai,Tomato,Rabi (Nov-Mar),868.5,24.2,0.51,26541.0,4382.0,30.5,0.536,12.0,11.75,895.34
Vellore,Vegetables,Kharif (Jun-Oct),1421.1,30.4,0.444,774.0,14736.0,37.5,0.842,12.0,5.13,806.11
Tirupathur,Pulses,Zaid (Apr-May),420.3,37.7,0.442,596.0,1438.0,44.5,0.429,12.0,3.25,62.3
Tenkasi,Tomato,Zaid (Apr-May),402.8,39.4,0.628,479.0,13867.0,46.8,0.465,12.0,0.88,1443.72
Thoothukudi,Tapioca,Year-round,460.5,31.5,0.633,466.0,11377.0,76.9,0.453,12.0,3.51,836.93
Kallakurichi,Turmeric,Year-round,1105.0,30.3,0.395,377.0,2772.0,52.6,0.666,12.0,2.75,204.83
Ariyalur,Coconut,Year-round,902.3,28.1,0.78,267.0,2455.0,66.1,0.622,12.0,1.71,178.07
Karur,Tapioca,Zaid (Apr-May),172.9,37.4,0.297,399.0,9072.0,80.0,0.38,12.0,4.46,1275.17
Madurai,Paddy (Samba),Year-round,955.1,29.6,0.749,1029.0,1743.0,33.6,0.678,12.0,3.24,258.15
Namakkal,Paddy (Samba),Rabi (Nov-Mar),775.6,27.9,0.544,625.0,3005.0,76.4,0.561,12.0,0.56,421.93
Salem,Banana,Rabi (Nov-Mar),514.9,24.6,0.393,642.0,2512.0,56.3,0.462,12.0,1.87,446.48
Nagapattinam,Paddy (Kuruvai),Zaid (Apr-May),442.8,38.3,0.71,522.0,13641.0,80.0,0.33,12.0,4.05,2882.6
Pudukkottai,Groundnut,Zaid (Apr-May),268.4,36.7,0.218,320.0,3501.0,58.1,0.462,12.0,2.74,341.2
Thanjavur,Mango,Kharif (Jun-Oct),1367.6,30.3,0.943,683.0,9448.0,48.1,0.775,12.0,3.22,437.56
Thoothukudi,Sugarcane,Zaid (Apr-May),230.8,36.1,0.552,492.0,1638.0,65.0,0.391,12.0,4.99,479.51
Dharmapuri,Coconut,Year-round,981.6,32.3,0.577,362.0,8606.0,45.3,0.563,12.0,4.08,680.39
Kanchipuram,Mango,Kharif (Jun-Oct),1910.7,31.8,0.909,1061.0,12328.0,51.6,0.923,12.0,3.85,594.21
Tiruvannamalai,Coconut,Kharif (Jun-Oct),1361.4,31.9,0.97,601.0,5838.0,58.2,0.81,12.0,3.22,407.53
Villupuram,Groundnut,Rabi (Nov-Mar),811.7,24.9,0.265,446.0,14018.0,79.8,0.538,11.94,3.64,878.7
Kanniyakumari,Vegetables,Zaid (Apr-May),488.9,36.3,0.458,1173.0,2388.0,60.1,0.359,12.0,3.23,283.16
Cuddalore,Tapioca,Kharif (Jun-Oct),1766.6,29.9,0.49,614.0,8734.0,55.6,0.919,12.0,0.49,553.98
Kallakurichi,Coconut,Kharif (Jun-Oct),1469.3,31.5,0.582,399.0,2700.0,57.5,0.795,12.0,4.17,246.22
Chennai,Banana,Year-round,1506.1,29.4,0.452,26565.0,7543.0,67.7,0.719,12.0,9.72,1336.76
Nilgiris,Tapioca,Rabi (Nov-Mar),1768.5,26.5,0.56,224.0,7236.0,18.0,0.909,12.0,2.06,588.06
Virudhunagar,Tomato,Year-round,721.5,27.5,0.614,528.0,3351.0,80.0,0.573,12.0,2.51,165.26
Salem,Coconut,Zaid (Apr-May),225.6,35.2,0.274,636.0,3207.0,80.0,0.406,12.0,1.02,571.33
Thiruvarur,Tapioca,Zaid (Apr-May),297.0,35.6,0.783,486.0,7454.0,75.3,0.491,12.0,2.4,860.73
Tirunelveli,Paddy (Kuruvai),Year-round,565.7,31.2,0.32,450.0,8365.0,80.0,0.535,12.0,1.64,1104.32
Namakkal,Tomato,Kharif (Jun-Oct),1303.2,33.5,0.517,583.0,12701.0,50.1,0.732,12.0,4.93,708.12
Tenkasi,Mango,Zaid (Apr-May),337.6,35.0,0.751,394.0,8915.0,56.9,0.451,12.0,1.87,889.48
Tenkasi,Mango,Zaid (Apr-May),297.4,38.6,0.681,387.0,4015.0,54.3,0.395,12.0,2.08,429.65
Tirupathur,Sugarcane,Year-round,920.1,30.3,0.617,511.0,3049.0,61.3,0.525,12.0,3.43,476.23
Cuddalore,Mango,Kharif (Jun-Oct),1670.8,31.8,0.449,632.0,9301.0,18.4,0.95,12.0,4.43,517.76
Kanchipuram,Onion,Year-round,1255.7,30.8,0.707,1053.0,13622.0,72.3,0.742,12.0,4.03,542.99
Kanchipuram,Mango,Rabi (Nov-Mar),790.7,25.8,0.701,1050.0,11929.0,68.5,0.56,12.0,5.27,891.28
Tiruchirappalli,Coconut,Year-round,697.3,31.8,0.692,776.0,12230.0,80.0,0.455,12.0,1.03,984.91
Tirupathur,Pulses,Rabi (Nov-Mar),684.2,25.0,0.529,475.0,2705.0,74.9,0.535,11.46,2.17,126.02
Dindigul,Tapioca,Kharif (Jun-Oct),1248.2,33.5,0.872,406.0,11744.0,37.9,0.704,12.0,1.41,646.07
Nagapattinam,Maize,Rabi (Nov-Mar),945.4,21.2,0.633,553.0,1327.0,47.0,0.653,10.49,2.14,118.13
Salem,Cotton,Rabi (Nov-Mar),495.7,25.6,0.306,628.0,12227.0,49.9,0.404,12.0,3.48,1222.43
Krishnagiri,Coconut,Zaid (Apr-May),414.1,38.0,0.367,335.0,2441.0,80.0,0.465,12.0,0.25,380.24
Ranipet,Millets,Year-round,1066.4,32.9,0.449,756.0,6217.0,40.5,0.751,12.0,2.37,173.82
Coimbatore,Paddy (Samba),Year-round,798.4,31.8,0.918,809.0,10702.0,46.6,0.522,12.0,0.49,1315.97
Kallakurichi,Coconut,Kharif (Jun-Oct),1332.9,28.1,0.473,351.0,11141.0,48.0,0.753,12.0,1.02,863.92
Ranipet,Turmeric,Rabi (Nov-Mar),806.7,27.2,0.43,697.0,7451.0,53.8,0.592,12.0,0.37,720.28
Thanjavur,Tomato,Rabi (Nov-Mar),738.5,28.1,0.849,693.0,9126.0,58.3,0.485,12.0,4.87,642.48
Thiruvarur,Turmeric,Rabi (Nov-Mar),814.1,23.5,0.748,484.0,10124.0,80.0,0.599,12.0,1.19,864.06
Namakkal,Banana,Rabi (Nov-Mar),679.8,27.3,0.427,560.0,4456.0,80.0,0.508,12.0,4.34,571.1
Villupuram,Groundnut,Zaid (Apr-May),335.5,40.9,0.338,452.0,4170.0,80.0,0.409,12.0,3.64,421.27
Chennai,Turmeric,Rabi (Nov-Mar),1078.3,25.7,0.499,26546.0,14204.0,67.7,0.628,12.0,10.37,1781.91
Theni,Sugarcane,Kharif (Jun-Oct),1409.0,31.2,0.501,380.0,3300.0,28.9,0.78,12.0,3.8,539.22
Tirupattur,Paddy (Kuruvai),Kharif (Jun-Oct),1423.7,34.8,0.806,486.0,5259.0,42.3,0.755,12.0,4.27,578.51
Madurai,Turmeric,Zaid (Apr-May),352.2,40.5,0.588,1039.0,14725.0,59.3,0.415,12.0,2.74,1866.15
Ramanathapuram,Tomato,Year-round,658.9,30.5,0.578,218.0,9530.0,38.0,0.497,12.0,0.86,512.98
Ramanathapuram,Tomato,Zaid (Apr-May),218.5,37.0,0.557,257.0,12945.0,80.0,0.38,12.0,3.28,1434.5
Vellore,Paddy (Samba),Kharif (Jun-Oct),1267.3,31.5,0.464,703.0,6449.0,47.4,0.712,12.0,4.58,940.4
Sivaganga,Groundnut,Zaid (Apr-May),136.9,36.1,0.109,399.0,1268.0,62.8,0.299,12.0,3.27,172.84
Kanchipuram,Cotton,Zaid (Apr-May),458.2,36.8,0.622,1049.0,11409.0,76.6,0.538,12.0,3.52,1253.45
Perambalur,Tapioca,Year-round,883.5,33.6,0.413,234.0,8733.0,51.0,0.62,12.0,3.73,563.3
Tirupur,Vegetables,Kharif (Jun-Oct),1048.1,29.8,0.572,874.0,8833.0,54.9,0.611,12.0,3.62,482.31
Krishnagiri,Mango,Year-round,1091.7,27.5,0.508,398.0,3291.0,68.2,0.606,12.0,1.94,182.05
Tirupattur,Mango,Rabi (Nov-Mar),545.7,27.4,0.789,512.0,1256.0,39.5,0.403,12.0,3.51,126.11
Ariyalur,Cotton,Year-round,952.0,28.0,0.626,267.0,5569.0,38.3,0.607,12.0,0.15,314.87
Ramanathapuram,Coconut,Zaid (Apr-May),292.3,35.5,0.582,226.0,2238.0,50.8,0.352,12.0,4.22,354.0
Villupuram,Tapioca,Rabi (Nov-Mar),853.7,24.4,0.301,374.0,4873.0,32.3,0.588,12.0,4.05,398.71
Erode,Paddy (Samba),Kharif (Jun-Oct),1290.6,29.4,0.945,535.0,1384.0,49.2,0.765,12.0,3.86,197.22
Dindigul,Mango,Year-round,768.6,32.3,0.706,385.0,8504.0,32.2,0.45,12.0,2.42,433.02
Vellore,Paddy (Kuruvai),Year-round,1129.0,30.4,0.417,723.0,4020.0,27.1,0.699,12.0,2.79,500.66
Tiruchirappalli,Maize,Rabi (Nov-Mar),657.8,23.1,0.649,776.0,14052.0,75.7,0.476,11.71,1.42,802.13
Ramanathapuram,Paddy (Kuruvai),Year-round,806.4,26.7,0.712,254.0,7763.0,48.9,0.603,12.0,4.88,845.27
Coimbatore,Sugarcane,Rabi (Nov-Mar),667.5,28.7,0.904,748.0,11630.0,59.4,0.544,12.0,4.12,1698.46
Chengalpattu,Groundnut,Zaid (Apr-May),379.2,38.7,0.577,1065.0,2357.0,38.1,0.427,12.0,0.85,254.57
Kanchipuram,Cotton,Rabi (Nov-Mar),976.1,29.7,0.798,1101.0,2462.0,51.5,0.647,12.0,1.43,187.75
Vellore,Onion,Year-round,1189.0,31.3,0.248,791.0,691.0,61.7,0.776,12.0,5.02,60.48
Nilgiris,Vegetables,Year-round,2430.6,31.3,0.548,274.0,5931.0,32.4,0.95,12.0,3.33,298.26
Coimbatore,Banana,Zaid (Apr-May),93.0,37.0,0.725,727.0,9162.0,80.0,0.338,12.0,3.21,2030.43
Chengalpattu,Banana,Year-round,1278.6,29.0,0.822,1115.0,8323.0,47.4,0.713,12.0,0.76,825.77
Villupuram,Turmeric,Zaid (Apr-May),320.0,36.0,0.269,417.0,13556.0,66.4,0.436,12.0,0.29,2089.47
Tirunelveli,Onion,Year-round,611.0,29.6,0.391,487.0,3768.0,69.2,0.5,12.0,0.79,181.98
Erode,Sugarcane,Kharif (Jun-Oct),1217.2,31.5,0.951,568.0,13980.0,53.7,0.678,12.0,0.94,2002.58
Theni,Tomato,Year-round,856.1,33.7,0.461,388.0,14923.0,64.1,0.556,12.0,0.75,848.4
Pudukkottai,Paddy (Samba),Kharif (Jun-Oct),1202.1,30.7,0.429,293.0,6290.0,57.6,0.703,12.0,1.09,933.04
Ramanathapuram,Banana,Kharif (Jun-Oct),1187.7,32.5,0.708,268.0,8323.0,26.1,0.754,12.0,2.39,815.61
Villupuram,Tapioca,Rabi (Nov-Mar),860.8,23.8,0.325,444.0,7171.0,60.5,0.61,12.0,3.42,575.06
Ariyalur,Mango,Kharif (Jun-Oct),1423.6,28.0,0.795,262.0,10833.0,44.6,0.826,12.0,3.98,524.57
